hotel_names,star_rating,distance_from_center,swimmingpool,breakfast,breakfast_and_dinner,free_cancellation,address,Air conditioning,Heating,WiFi is available in all areas and is free of charge.,City view,Wardrobe or closet,Soundproofing,TV,Coffee machine,Private bathroom,Lift,Safety deposit box,Pets are allowed. Charges may be applicable.,24-hour front desk,Bar,Room service,Fitness centre,Spa lounge/relaxation area,Electric kettle,Minibar,Tea/Coffee maker,Restaurant,Parking garage,Airport shuttle,Non-smoking rooms,24-hour security,Towels,Facilities for disabled guests,Hairdryer,Iron,Electric vehicle charging station,city
Hôtel Pont Royal,5,1800,0,1,0,1,"5 Rue De Montalembert, 7th arr., 75007 Paris, France",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1
Hôtel Baudelaire Opéra,3,1700,0,0,0,1,"61 Rue Sainte Anne, 2nd arr., 75002 Paris, France",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Hotel Louis II,4,1100,0,0,0,1,"2 Rue Saint-Sulpice, 6th arr., 75006 Paris, France",1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Dream Hôtel Opéra & Spa,4,2000,0,1,0,1,"15 Bis Rue le Peletier, 9th arr., 75009 Paris, France",1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1
Mercure Paris Centre Tour Eiffel,4,4300,0,0,0,1,"20 Rue Jean Rey, 15th arr., 75015 Paris, France",1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1
Balmoral Champs Elysées,4,4700,0,1,0,1,"6 rue du General Lanrezac, 17th arr., 75017 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
Le Robinet d'Or,3,2600,0,0,0,1,"17 Rue Robert Blache, 10th arr., 75010 Paris, France",1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1
Grand Hotel Francais,3,2900,0,1,0,1,"223 Boulevard Voltaire, 11th arr., 75011 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1
Hotel de la Bretonnerie,3,350,0,1,0,1,"22 Rue Sainte-Croix De La Bretonnerie, 4th arr., 75004 Paris, France",0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1
citizenM Paris Champs-Élysées,4,3700,0,1,0,1,"128 Rue la Boétie, 8th arr., 75008 Paris, France",1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1
Hotel Bloum,3,2400,0,1,0,1,"39, Rue Lamartine, 9th arr., 75009 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1
Cler Hotel,3,3300,0,0,0,1,"24 bis Rue Cler, 7th arr., 75007 Paris, France",1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1
Hotel Monsieur Helder,3,2000,0,0,0,1,"4, rue du Helder, 9th arr., 75009 Paris, France",1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1
Jardins Eiffel,3,3200,0,1,0,1,"8, Rue Amelie, 7th arr., 75007 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1
Hôtel Arvor Saint Georges,4,2600,0,0,0,1,"8 rue Laferriere, 9th arr., 75009 Paris, France",1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
Hotel Les Bains Paris,5,800,1,1,0,1,"7 Rue Du Bourg L'abbé, 3rd arr., 75003 Paris, France",1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Hotel d'Espagne,3,1800,0,1,0,1,"9, cité Bergère, 9th arr., 75009 Paris, France",1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1
Hôtel Veryste Paris,4,2200,0,0,0,1,"5, Rue Riboutté, 9th arr., 75009 Paris, France",1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1
1er Etage Marais,0,350,0,0,0,0,"38, Rue Sainte Croix de la Bretonnerie, 4th arr., 75004 Paris, France",1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
B&B HOTEL Paris 17 Batignolles,3,5100,0,1,0,1,"4 Boulevard Berthier, 17th arr., 75017 Paris, France",1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1
Hôtel Le Cercle Tour Eiffel,3,3400,0,1,0,1,"117 avenue de la Bourdonnais, 7th arr., 75007 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1
Grand Hôtel De Turin,3,2800,0,0,0,1,"6 Rue Victor Massé, 9th arr., 75009 Paris, France",0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1
Hôtel des Arts Montmartre,4,3500,0,0,0,1,"5 rue Tholoze, 18th arr., 75018 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1
Tipi,2,3000,0,0,0,1,"75, Rue Daguerre, 14th arr., 75014 Paris, France",0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
Novotel Paris 20 Belleville,4,2500,0,1,1,1,"64 74 Boulevard De Belleville, 11th arr., 75020 Paris, France",1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
La Planque Hotel,3,2200,0,1,0,1,"3 Rue Arthur Groussier, 10th arr., 75010 Paris, France",1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
Hôtel Joe M,3,1900,0,1,0,1,"6, rue Geoffroy-Marie, 9th arr., 75009 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1
Hotel Paix Republique,3,1500,0,0,0,1,"2 Bis Boulevard Saint-Martin, 10th arr., 75010 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1
Atlantic Hotel,3,3000,0,0,0,1,"44 rue de Londres, 8th arr., 75008 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1
55 Hôtel Montparnasse,3,3600,0,0,0,1,"55 rue de Plaisance, 14th arr., 75014 Paris, France",1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1
Best Western Le Montmartre – Saint Pierre,3,3100,0,0,0,0,"10, Rue De Clignancourt, 18th arr., 75018 Paris, France",1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1
Best Western Premier Kapital Opéra,4,3400,0,1,0,1,"34 rue de Moscou, 8th arr., 75008 Paris, France",1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1
Hôtel Le M,4,2800,0,0,0,1,"20 bis, rue de la Gaîté, 14th arr., 75014 Paris, France",1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1
Hotel 10 Opéra by HappyCulture,3,2100,0,1,0,1,"10 Rue Helder, 9th arr., 75009 Paris, France",1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1
Le Tsuba Hotel,4,4900,0,1,0,1,"45 Rue des Acacias, 17th arr., 75017 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1
Hôtel Eiffel Turenne,3,3200,0,0,0,1,"20 avenue de Tourville, 7th arr., 75007 Paris, France",1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
Hotel Minerve,3,1000,0,0,0,1,"13, rue des Ecoles, 5th arr., 75005 Paris, France",1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
Lyric Hotel Paris Opera,4,1700,1,1,0,1,"2 rue de Gramont, 2nd arr., 75002 Paris, France",1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1
Hôtel Maxim Quartier Latin,3,1800,0,1,0,1,"28 Rue Censier, 5th arr., 75005 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
Le Pavillon de la Reine & Spa - Small Luxury Hotels of the World,5,1100,0,1,0,1,"28 place des Vosges, 3rd arr., 75003 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1
Hôtel Des Batignolles,3,3800,0,1,0,1,"26-28 Rue Des Batignolles, 17th arr., 75017 Paris, France",0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1
Hôtel Des Deux-Iles - Notre-Dame,3,500,0,1,0,1,"59 Rue Saint-Louis En L'ile, 4th arr., 75004 Paris, France",1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1
Pavillon Monceau,3,4500,0,0,0,1,"43 rue Jouffroy d'Abbans, 17th arr., 75017 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1
9Confidentiel,4,400,0,1,0,1,"58 Rue du Roi de Sicile, 4th arr., 75004 Paris, France",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1
Hotel London,3,2000,0,0,0,1,"32 Boulevard des Italiens, 9th arr., 75009 Paris, France",1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
Hotel Viator - Gare de Lyon,3,1900,0,0,0,1,"1 Rue Parrot, 12th arr., 75012 Paris, France",1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1
ibis Styles Paris Eiffel Cambronne,3,3800,0,1,0,1,"166 Boulevard de Grenelle, 15th arr., 75015 Paris, France",1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
Best Western Plus Hôtel Littéraire Marcel Aymé,4,3500,0,1,0,1,"16 Rue Tholozé, 18th arr., 75018 Paris, France",1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1
Hotel Louvre Saint-Honoré,4,1000,0,1,0,1,"141, rue St Honoré, 1st arr., 75001 Paris, France",1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1
Hôtel des Comédies,3,1600,0,1,0,1,"8 Rue d'Hauteville, 10th arr., 75010 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1
Hôtel Bedford,4,2700,0,0,0,1,"17, rue de l'Arcade, 8th arr., 75008 Paris, France",1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1
Mercure Paris Bastille Marais,4,2100,0,1,0,1,"53 Rue Richard Lenoir, 11th arr., 75011 Paris, France",1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1
Lautrec Opera,3,1900,0,0,0,1,"8-10 Rue D'Amboise, 2nd arr., 75002 Paris, France",1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
Midnight Hotel Paris,3,2300,0,0,0,1,"133 Rue du Faubourg St Denis, 10th arr., 75010 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1
Novotel Paris Centre Tour Eiffel,4,5000,1,1,0,1,"61 Quai De Grenelle, 15th arr., 75015 Paris, France",1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1
Hotel Muguet,3,3100,0,1,0,1,"11 Rue Chevert, 7th arr., 75007 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1
Pavillon Faubourg Saint-Germain & Spa,5,1500,1,1,0,1,"3 rue du Pré aux Clercs, 7th arr., 75007 Paris, France",1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1
Maison Athénée,4,2400,0,1,0,1,"19 Rue De Caumartin, 9th arr., 75009 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1
Hotel Opéra Richepanse,4,2300,0,0,0,1,"14, Rue du Chevalier de Saint George, 1st arr., 75001 Paris, France",1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
First Hotel Paris Tour Eiffel,4,3700,0,1,0,1,"2 Bd Garibaldi, 15th arr., 75015 Paris, France",1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1
My Home In Paris,4,1500,0,1,0,1,"5 Rue De Malte, 11th arr., 75011 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1
Hotel Ares Eiffel,4,4000,0,0,0,1,"7 rue du Général de Larminat, 15th arr., 75015 Paris, France",1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1
Hôtel La Canopée,3,3100,0,0,0,1,"15 Rue de Penthièvre, 8th arr., 75008 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1
Victoria Palace Hotel,4,2300,0,1,0,1,"6 Rue Blaise Desgoffe, 6th arr., 75006 Paris, France",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1
"Hotel Litteraire Le Swann, BW Premier Collection",4,3400,0,1,0,1,"15 rue de Constantinople, 8th arr., 75008 Paris, France",1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1
Select Hotel,4,1100,0,0,0,1,"1 Place De La Sorbonne, 5th arr., 75005 Paris, France",1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1
Hôtel A La Villa des Artistes,3,2200,0,1,0,1,"9, rue de la Grande Chaumière, 6th arr., 75006 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1
Hôtel Brésil Opéra,3,1800,0,0,0,1,"23 rue Bergere, 9th arr., 75009 Paris, France",1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1
Edouard 7 Paris Opéra,4,1900,0,1,0,1,"39, Avenue de l'Opéra, 2nd arr., 75002 Paris, France",1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1
Hotel Lilas Blanc,3,4000,0,0,0,1,"5 rue de l'Avre, 15th arr., 75015 Paris, France",0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
Hotel Villa Saxe Eiffel,4,3100,0,1,0,1,"9 Villa de Saxe, 7th arr., 75007 Paris, France",1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1
Hôtel Augustin - Astotel,3,3200,0,1,0,1,"9 rue Roy, 8th arr., 75008 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1
Exe Panorama,3,2200,0,1,0,1,"9 Rue des Messageries, 10th arr., 75010 Paris, France",1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
Best Western Hotel Le Montparnasse,3,2600,0,0,0,0,"37, Boulevard Du Montparnasse, 6th arr., 75006 Paris, France",1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1
Floride-Etoile,3,4800,0,1,0,1,"14 rue Saint-Didier, 16th arr., 75016 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1
Hotel Michelet Odeon,2,1200,0,0,0,1,"6 Place De L Odeon, 6th arr., 75006 Paris, France",1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Hôtel des 3 Poussins,3,2700,0,0,0,1,"15 rue Clauzel, 9th arr., 75009 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1
Avalon Cosy Hotel Paris Gare du Nord,4,2700,0,0,0,1,"28 Rue de Dunkerque, 10th arr., 75010 Paris, France",1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1
Hotel Villa Romantic & Spa,4,2500,1,1,0,1,"35 rue du Banquier, 13th arr., 75013 Paris, France",1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1
Hôtel d'Argenson,2,3300,0,0,0,1,"15 Rue d'Argenson, 8th arr., 75008 Paris, France",0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
Hôtel Dame des Arts,4,800,0,0,1,1,"4 rue Danton, 6th arr., 75006 Paris, France",1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1
Louisa Hotel Paris,2,4800,0,1,0,1,"21 Rue Copernic, 16th arr., 75016 Paris, France",0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
Chatillon Paris Montparnasse,3,4000,0,0,0,1,"11 Square De Chatillon, 14th arr., 75014 Paris, France",1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1
Hotel Whistler,4,2500,0,1,0,1,"36 rue de Saint-Quentin, 10th arr., 75010 Paris, France",1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1
L'Adresse,3,5400,0,0,0,1,"22 Rue du Débarcadère, 17th arr., 75017 Paris, France",1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
Citadines Saint-Germain-des-Prés Paris,4,800,0,0,0,1,"53 Ter, Quai des Grands Augustins, 6th arr., 75006 Paris, France",1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1
Hôtel Raspail Montparnasse,3,2300,0,1,0,1,"203 Boulevard Raspail, 14th arr., 75014 Paris, France",1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
Hotel de Neuve by Happyculture,3,900,0,0,0,1,"14, rue Neuve Saint Pierre, 4th arr., 75004 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1
Residhome Paris Gare de Lyon - Jacqueline de Romilly,3,2900,0,0,0,0,"47 Rue Jorge Semprun, 12th arr., 75012 Paris, France",0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1
Hôtel D'Aubusson,5,900,1,0,0,1,"33, Rue Dauphine, 6th arr., 75006 Paris, France",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1
Hôtel R de Paris - Boutique Hotel,4,3100,0,1,0,1,"41 rue de Clichy, 9th arr., 75009 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1
Passy Eiffel,3,5000,0,1,0,1,"10 Rue De Passy, 16th arr., 75016 Paris, France",1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1
Hidden Hotel,4,4900,0,1,0,1,"28 Rue de l'Arc de Triomphe, 17th arr., 75017 Paris, France",1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1
Citadines Les Halles Paris,4,500,0,0,0,1,"4 Rue Des Innocents, 1st arr., 75001 Paris, France",1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1
Hotel Le Chat Noir,4,3200,0,0,0,1,"68 Boulevard De Clichy, 18th arr., 75018 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1
Hotel Monceau Wagram,4,4700,0,0,0,1,"7, Rue Rennequin, 17th arr., 75017 Paris, France",1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1
Bonsoir Madame,4,1800,0,1,0,1,"65 rue Madame, 6th arr., 75006 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1
Hôtel La Tamise - Esprit de France,4,1800,0,1,0,1,"4 rue d'Alger, 1st arr., 75001 Paris, France",1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1
Austin's Arts Et Metiers Hotel,3,1100,0,1,0,1,"6 Rue Montgolfier, 3rd arr., 75003 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1
Hôtel de l'Avre,3,4100,0,0,0,1,"21 rue de l'Avre, 15th arr., 75015 Paris, France",1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1
Hotel Opera Maintenon,2,1600,0,0,0,1,"36 Rue Sainte Anne, 1st arr., 75001 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
Appia La Fayette,3,2500,0,0,0,1,"13 Rue des Deux Gares, 10th arr., 75010 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
Hotel La Manufacture,3,2700,0,0,0,1,"8, rue de Philippe Champagne, 13th arr., 75013 Paris, France",1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Hôtel Beige,4,2300,0,1,0,1,"12, Rue de Maubeuge, 9th arr., 75009 Paris, France",1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1
"InterContinental Paris Le Grand, an IHG Hotel",5,2200,0,1,1,1,"2 Rue Scribe, 9th arr., 75009 Paris, France",1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
Hôtel Du Vieux Saule,3,1100,0,1,0,1,"6 Rue De Picardie, 3rd arr., 75003 Paris, France",1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1
Hôtel Napoleon Paris,5,4400,0,0,0,1,"40, avenue de Friedland, 8th arr., 75008 Paris, France",1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1
Hotel Ernest,3,2200,0,0,0,1,"78 Rue du Faubourg Poissonnière, 10th arr., 75010 Paris, France",1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
Best Western Hôtel Littéraire Arthur Rimbaud,4,1600,0,1,0,1,"6 Rue Gustave Goublier, 10th arr., 75010 Paris, France",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1
New Hotel Lafayette,4,2300,0,0,0,0,"25, Rue Buffault, 9th arr., 75009 Paris, France",0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1
Hôtel Madeleine Plaza,4,2500,0,1,0,1,"33 place de la Madeleine, 8th arr., 75008 Paris, France",1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1
Relais Bergson,2,3100,0,0,0,1,"124 Avenue Simon Bolivar, 19th arr., 75019 Paris, France",0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
Hotel Ducs de Bourgogne,4,700,0,1,0,1,"19 Rue Du Pont-Neuf, 1st arr., 75001 Paris, France",1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1
Moxy Paris Bastille,3,1400,0,1,0,1,"34-36 rue Saint-Sabin, 11th arr., 75011 Paris, France",1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1
Hotel Richmond Gare du Nord,2,2600,0,0,0,1,"15 rue de Dunkerque, 10th arr., 75010 Paris, France",1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1
